what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088396861
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088401831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088402645
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088404111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088405081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088413110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088414033
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088422411
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088424389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088431468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088433169
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088439563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088441020
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508088443356
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088444055
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088446841
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088453116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088463808
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508088466866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088476087
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088478548
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1508088492170
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508088495733
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1508088505281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088519596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088524873
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1508088525468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088534040
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088536245
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1508088563267
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508088568228
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1508088576256
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508088576408
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1508088580963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088586231
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088587092
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1508088594033
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508088594286
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1508088596869
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508088597000
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1508088602605
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508088602740
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088604972
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088612109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088612463
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088613532
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1508088622119
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088653347
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088653448
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508088653466
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1508088658919
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088663785
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088665311
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1508088681689
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1508088682067
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1508088682781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1508088683521
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508088687892
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508088688514
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508088691618
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1508088693653
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1508088696704
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavadocView",1508088697751
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavadocView",1508088697761
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.SourceView",1508088698168
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.SourceView",1508088698172
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1508088698881
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088699259
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088712725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088713124
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088713698
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088715304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088715737
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508088717654
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1508088718916
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088721655
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088722537
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1508088736026
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1508088736036
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1508088736058
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1508088736059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088740004
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088747901
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1508088750835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088759785
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088763072
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508088767014
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089166758
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508089183350
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508089186356
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508089191395
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508089196024
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508089198915
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089206620
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089207257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089207515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089214405
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089232775
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089235894
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089243736
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089248489
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508089255476
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1508089256028
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508089257403
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1508089257868
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508089258465
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1508089260709
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508089264230
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1508089267405
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1508089269517
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508089270670
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1508089271889
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089273284
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089283184
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508089289204
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508089290758
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089300932
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1508089300942
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089306125
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1508089327699
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1508089327734
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1508089327765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089327832
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089330502
started,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1508089330642
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1508089339391
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508089347032
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508089351044
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508089354903
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508089355774
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508089420622
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508089445222
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089448516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089449057
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089450572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089451125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089476295
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089544194
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089547512
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089548717
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089583008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089608498
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1508089610373
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1508089649544
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508089649843
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1508089658260
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508089658476
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1508089672071
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1508089672201
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089674947
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089675514
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089675900
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1508089684214
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1508089684744
